Date,Paracetamolo[it],
2013-07-16 03,0,
2013-07-16 04,7,
2013-07-16 05,6,
2013-07-16 06,14,
2013-07-16 07,30,
2013-07-16 08,16,
2013-07-16 09,28,
2013-07-16 10,39,
2013-07-16 11,27,
2013-07-16 12,18,
2013-07-16 13,28,
2013-07-16 14,36,
2013-07-16 15,47,
2013-07-16 16,28,
2013-07-16 17,41,
2013-07-16 18,22,
2013-07-16 19,24,
2013-07-16 20,25,
2013-07-16 21,20,
2013-07-16 22,20,
2013-07-17 23,6,
2013-07-17 00,4,
2013-07-17 01,1,
2013-07-17 02,4,
2013-07-17 03,7,
2013-07-17 04,1,
2013-07-17 05,4,
2013-07-17 06,7,
2013-07-17 07,20,
2013-07-17 08,29,
2013-07-17 09,28,
2013-07-17 10,30,
2013-07-17 11,23,
2013-07-17 12,26,
2013-07-17 13,32,
2013-07-17 14,56,
2013-07-17 15,30,
2013-07-17 16,24,
2013-07-17 17,19,
2013-07-17 18,20,
2013-07-17 19,29,
2013-07-17 20,16,
2013-07-17 21,28,
2013-07-17 22,21,
2013-07-18 23,8,
2013-07-18 00,2,
2013-07-18 01,2,
2013-07-18 02,1,
2013-07-18 03,4,
2013-07-18 04,2,
2013-07-18 05,4,
2013-07-18 06,13,
2013-07-18 07,28,
2013-07-18 08,28,
2013-07-18 09,32,
2013-07-18 10,20,
2013-07-18 11,27,
2013-07-18 12,28,
2013-07-18 13,51,
2013-07-18 14,31,
2013-07-18 15,26,
2013-07-18 16,33,
2013-07-18 17,28,
2013-07-18 18,15,
2013-07-18 19,20,
2013-07-18 20,18,
2013-07-18 21,19,
2013-07-18 22,7,
2013-07-19 23,11,
2013-07-19 00,3,
2013-07-19 01,4,
2013-07-19 02,4,
2013-07-19 03,5,
2013-07-19 04,2,
2013-07-19 05,6,
2013-07-19 06,18,
2013-07-19 07,15,
2013-07-19 08,20,
2013-07-19 09,33,
2013-07-19 10,25,
2013-07-19 11,18,
2013-07-19 12,14,
2013-07-19 13,26,
2013-07-19 14,27,
2013-07-19 15,31,
2013-07-19 16,30,
2013-07-19 17,18,
2013-07-19 18,21,
2013-07-19 19,21,
2013-07-19 20,28,
2013-07-19 21,16,
2013-07-19 22,9,
2013-07-20 23,6,
2013-07-20 00,9,
2013-07-20 01,2,
2013-07-20 02,5,
2013-07-20 03,3,
2013-07-20 04,1,
2013-07-20 05,1,
2013-07-20 06,9,
2013-07-20 07,27,
2013-07-20 08,22,
2013-07-20 09,13,
2013-07-20 10,25,
2013-07-20 11,35,
2013-07-20 12,17,
2013-07-20 13,20,
2013-07-20 14,24,
2013-07-20 15,26,
2013-07-20 16,26,
2013-07-20 17,18,
2013-07-20 18,12,
2013-07-20 19,21,
2013-07-20 20,15,
2013-07-20 21,15,
2013-07-20 22,6,
2013-07-21 23,7,
2013-07-21 00,2,
2013-07-21 01,4,
2013-07-21 02,5,
2013-07-21 03,4,
2013-07-21 04,10,
2013-07-21 05,4,
2013-07-21 06,10,
2013-07-21 07,12,
2013-07-21 08,25,
2013-07-21 09,23,
2013-07-21 10,19,
2013-07-21 11,17,
2013-07-21 12,20,
2013-07-21 13,14,
2013-07-21 14,30,
2013-07-21 15,36,
2013-07-21 16,27,
2013-07-21 17,28,
2013-07-21 18,22,
2013-07-21 19,25,
2013-07-21 20,29,
2013-07-21 21,18,
2013-07-21 22,8,
2013-07-22 23,3,
2013-07-22 00,3,
2013-07-22 01,3,
2013-07-22 02,0,
2013-07-22 03,5,
2013-07-22 04,3,
2013-07-22 05,5,
2013-07-22 06,7,
2013-07-22 07,25,
2013-07-22 08,23,
2013-07-22 09,27,
2013-07-22 10,21,
2013-07-22 11,23,
2013-07-22 12,31,
2013-07-22 13,29,
2013-07-22 14,24,
2013-07-22 15,25,
2013-07-22 16,21,
2013-07-22 17,26,
2013-07-22 18,29,
2013-07-22 19,11,
2013-07-22 20,20,
2013-07-22 21,20,
2013-07-22 22,15,
2013-07-23 23,3,
2013-07-23 00,3,
2013-07-23 01,4,
2013-07-23 02,4,
2013-07-23 03,2,
2013-07-23 04,4,
2013-07-23 05,6,
2013-07-23 06,17,
2013-07-23 07,29,
2013-07-23 08,21,
2013-07-23 09,32,
2013-07-23 10,26,
2013-07-23 11,23,
2013-07-23 12,25,
2013-07-23 13,26,
2013-07-23 14,1,
2013-07-23 15,13,
2013-07-23 16,32,
2013-07-23 17,33,
2013-07-23 18,15,
2013-07-23 19,6,
2013-07-23 20,0,
2013-07-23 21,0,
2013-07-23 22,0,
2013-07-24 23,0,
2013-07-24 00,0,
2013-07-24 01,0,
2013-07-24 02,0,
2013-07-24 03,0,
2013-07-24 04,0,
2013-07-24 05,0,
2013-07-24 06,0,
2013-07-24 07,0,
2013-07-24 08,0,
2013-07-24 09,0,
2013-07-24 10,0,
2013-07-24 11,0,
2013-07-24 12,0,
2013-07-24 13,0,
2013-07-24 14,20,
2013-07-24 15,20,
2013-07-24 16,31,
2013-07-24 17,23,
2013-07-24 18,15,
2013-07-24 19,11,
2013-07-24 20,22,
2013-07-24 21,18,
2013-07-24 22,8,
2013-07-25 23,3,
2013-07-25 00,4,
2013-07-25 01,2,
2013-07-25 02,4,
2013-07-25 03,2,
2013-07-25 04,2,
2013-07-25 05,9,
2013-07-25 06,15,
2013-07-25 07,17,
2013-07-25 08,23,
2013-07-25 09,36,
2013-07-25 10,33,
2013-07-25 11,24,
2013-07-25 12,21,
2013-07-25 13,36,
2013-07-25 14,17,
2013-07-25 15,22,
2013-07-25 16,21,
2013-07-25 17,16,
2013-07-25 18,14,
2013-07-25 19,16,
2013-07-25 20,11,
2013-07-25 21,17,
2013-07-25 22,8,
2013-07-26 23,5,
2013-07-26 00,7,
2013-07-26 01,4,
2013-07-26 02,5,
2013-07-26 03,0,
2013-07-26 04,5,
2013-07-26 05,7,
2013-07-26 06,1,
2013-07-26 07,15,
2013-07-26 08,20,
2013-07-26 09,18,
2013-07-26 10,24,
2013-07-26 11,16,
2013-07-26 12,22,
2013-07-26 13,22,
2013-07-26 14,25,
2013-07-26 15,27,
2013-07-26 16,20,
2013-07-26 17,19,
2013-07-26 18,15,
2013-07-26 19,22,
2013-07-26 20,16,
2013-07-26 21,13,
2013-07-26 22,10,
2013-07-27 23,9,
2013-07-27 00,5,
2013-07-27 01,2,
2013-07-27 02,1,
2013-07-27 03,0,
2013-07-27 04,4,
2013-07-27 05,2,
2013-07-27 06,8,
2013-07-27 07,16,
2013-07-27 08,18,
2013-07-27 09,32,
2013-07-27 10,13,
2013-07-27 11,11,
2013-07-27 12,23,
2013-07-27 13,16,
2013-07-27 14,10,
2013-07-27 15,14,
2013-07-27 16,17,
2013-07-27 17,8,
2013-07-27 18,14,
2013-07-27 19,16,
2013-07-27 20,16,
2013-07-27 21,4,
2013-07-27 22,12,
2013-07-28 23,4,
2013-07-28 00,9,
2013-07-28 01,2,
2013-07-28 02,0,
2013-07-28 03,3,
2013-07-28 04,3,
2013-07-28 05,14,
2013-07-28 06,10,
2013-07-28 07,18,
2013-07-28 08,16,
2013-07-28 09,22,
2013-07-28 10,14,
2013-07-28 11,19,
2013-07-28 12,15,
2013-07-28 13,20,
2013-07-28 14,17,
2013-07-28 15,19,
2013-07-28 16,18,
2013-07-28 17,24,
2013-07-28 18,11,
2013-07-28 19,18,
2013-07-28 20,22,
2013-07-28 21,15,
2013-07-28 22,11,
2013-07-29 23,5,
2013-07-29 00,6,
2013-07-29 01,1,
2013-07-29 02,5,
2013-07-29 03,0,
2013-07-29 04,1,
2013-07-29 05,3,
2013-07-29 06,6,
2013-07-29 07,11,
2013-07-29 08,21,
2013-07-29 09,35,
2013-07-29 10,19,
2013-07-29 11,16,
2013-07-29 12,24,
2013-07-29 13,20,
2013-07-29 14,17,
2013-07-29 15,27,
2013-07-29 16,24,
2013-07-29 17,28,
2013-07-29 18,21,
2013-07-29 19,15,
2013-07-29 20,22,
2013-07-29 21,20,
2013-07-29 22,7,
2013-07-30 23,10,
2013-07-30 00,5,
2013-07-30 01,4,
2013-07-30 02,1,
2013-07-30 03,2,
2013-07-30 04,2,
2013-07-30 05,8,
2013-07-30 06,9,
2013-07-30 07,14,
2013-07-30 08,16,
2013-07-30 09,16,
2013-07-30 10,21,
2013-07-30 11,25,
2013-07-30 12,34,
2013-07-30 13,28,
2013-07-30 14,39,
2013-07-30 15,23,
2013-07-30 16,14,
2013-07-30 17,16,
2013-07-30 18,11,
2013-07-30 19,16,
2013-07-30 20,27,
2013-07-30 21,16,
2013-07-30 22,6,
2013-07-31 23,4,
2013-07-31 00,6,
2013-07-31 01,4,
2013-07-31 02,2,
2013-07-31 03,5,
2013-07-31 04,5,
2013-07-31 05,10,
2013-07-31 06,28,
2013-07-31 07,28,
2013-07-31 08,17,
2013-07-31 09,30,
2013-07-31 10,23,
2013-07-31 11,21,
2013-07-31 12,26,
2013-07-31 13,28,
2013-07-31 14,28,
2013-07-31 15,22,
2013-07-31 16,16,
2013-07-31 17,17,
2013-07-31 18,21,
2013-07-31 19,14,
2013-07-31 20,29,
2013-07-31 21,20,
2013-07-31 22,13,
2013-08-01 23,12,
2013-08-01 00,3,
2013-08-01 01,1,
2013-08-01 02,3,
2013-08-01 03,0,
2013-08-01 04,6,
2013-08-01 05,7,
2013-08-01 06,2,
2013-08-01 07,18,
2013-08-01 08,31,
2013-08-01 09,32,
2013-08-01 10,21,
2013-08-01 11,20,
2013-08-01 12,15,
2013-08-01 13,18,
2013-08-01 14,21,
2013-08-01 15,19,
2013-08-01 16,14,
2013-08-01 17,11,
2013-08-01 18,12,
2013-08-01 19,12,
2013-08-01 20,18,
2013-08-01 21,25,
2013-08-01 22,8,
2013-08-02 23,7,
2013-08-02 00,1,
2013-08-02 01,5,
2013-08-02 02,1,
2013-08-02 03,2,
2013-08-02 04,2,
2013-08-02 05,11,
2013-08-02 06,14,
2013-08-02 07,10,
2013-08-02 08,25,
2013-08-02 09,27,
2013-08-02 10,14,
2013-08-02 11,16,
2013-08-02 12,24,
2013-08-02 13,23,
2013-08-02 14,13,
2013-08-02 15,21,
2013-08-02 16,16,
2013-08-02 17,17,
2013-08-02 18,14,
2013-08-02 19,21,
2013-08-02 20,19,
2013-08-02 21,15,
2013-08-02 22,4,
2013-08-03 23,10,
2013-08-03 00,5,
2013-08-03 01,0,
2013-08-03 02,2,
2013-08-03 03,2,
2013-08-03 04,2,
2013-08-03 05,0,
2013-08-03 06,15,
2013-08-03 07,11,
2013-08-03 08,19,
2013-08-03 09,15,
2013-08-03 10,11,
2013-08-03 11,27,
2013-08-03 12,18,
2013-08-03 13,14,
2013-08-03 14,23,
2013-08-03 15,18,
2013-08-03 16,23,
2013-08-03 17,19,
2013-08-03 18,19,
2013-08-03 19,26,
2013-08-03 20,22,
2013-08-03 21,15,
2013-08-03 22,12,
2013-08-04 23,4,
2013-08-04 00,4,
2013-08-04 01,4,
2013-08-04 02,1,
2013-08-04 03,2,
2013-08-04 04,1,
2013-08-04 05,4,
2013-08-04 06,9,
2013-08-04 07,14,
2013-08-04 08,12,
2013-08-04 09,21,
2013-08-04 10,19,
2013-08-04 11,14,
2013-08-04 12,15,
2013-08-04 13,10,
2013-08-04 14,24,
2013-08-04 15,14,
2013-08-04 16,16,
2013-08-04 17,22,
2013-08-04 18,9,
2013-08-04 19,24,
2013-08-04 20,3,
2013-08-04 21,19,
2013-08-04 22,11,
2013-08-05 23,0,
2013-08-05 00,0,
2013-08-05 01,5,
2013-08-05 02,0,
2013-08-05 03,1,
2013-08-05 04,6,
2013-08-05 05,9,
2013-08-05 06,11,
2013-08-05 07,18,
2013-08-05 08,27,
2013-08-05 09,42,
2013-08-05 10,23,
2013-08-05 11,12,
2013-08-05 12,22,
2013-08-05 13,12,
2013-08-05 14,32,
2013-08-05 15,21,
2013-08-05 16,18,
2013-08-05 17,27,
2013-08-05 18,12,
2013-08-05 19,24,
2013-08-05 20,28,
2013-08-05 21,17,
2013-08-05 22,8,
2013-08-06 23,7,
2013-08-06 00,4,
2013-08-06 01,3,
2013-08-06 02,4,
2013-08-06 03,4,
2013-08-06 04,1,
2013-08-06 05,4,
2013-08-06 06,8,
2013-08-06 07,21,
2013-08-06 08,25,
2013-08-06 09,28,
2013-08-06 10,33,
2013-08-06 11,20,
2013-08-06 12,32,
2013-08-06 13,25,
2013-08-06 14,25,
2013-08-06 15,20,
2013-08-06 16,16,
2013-08-06 17,10,
2013-08-06 18,17,
2013-08-06 19,19,
2013-08-06 20,23,
2013-08-06 21,12,
2013-08-06 22,8,
2013-08-07 23,15,
2013-08-07 00,2,
2013-08-07 01,4,
2013-08-07 02,5,
2013-08-07 03,6,
2013-08-07 04,3,
2013-08-07 05,8,
2013-08-07 06,10,
2013-08-07 07,10,
2013-08-07 08,15,
2013-08-07 09,26,
2013-08-07 10,17,
2013-08-07 11,14,
2013-08-07 12,15,
2013-08-07 13,19,
2013-08-07 14,24,
2013-08-07 15,31,
2013-08-07 16,19,
2013-08-07 17,19,
2013-08-07 18,17,
2013-08-07 19,22,
2013-08-07 20,12,
2013-08-07 21,12,
2013-08-07 22,17,
2013-08-08 23,11,
2013-08-08 00,10,
2013-08-08 01,5,
2013-08-08 02,8,
2013-08-08 03,1,
2013-08-08 04,4,
2013-08-08 05,8,
2013-08-08 06,10,
2013-08-08 07,24,
2013-08-08 08,18,
2013-08-08 09,29,
2013-08-08 10,32,
2013-08-08 11,20,
2013-08-08 12,18,
2013-08-08 13,18,
2013-08-08 14,19,
2013-08-08 15,32,
2013-08-08 16,16,
2013-08-08 17,32,
2013-08-08 18,10,
2013-08-08 19,16,
2013-08-08 20,19,
2013-08-08 21,12,
2013-08-08 22,9,
2013-08-09 23,12,
2013-08-09 00,5,
2013-08-09 01,4,
2013-08-09 02,6,
2013-08-09 03,1,
2013-08-09 04,1,
2013-08-09 05,6,
2013-08-09 06,9,
2013-08-09 07,19,
2013-08-09 08,22,
2013-08-09 09,25,
2013-08-09 10,30,
2013-08-09 11,23,
2013-08-09 12,27,
2013-08-09 13,15,
2013-08-09 14,26,
2013-08-09 15,21,
2013-08-09 16,13,
2013-08-09 17,18,
2013-08-09 18,9,
2013-08-09 19,15,
2013-08-09 20,29,
2013-08-09 21,10,
2013-08-09 22,11,
2013-08-10 23,5,
2013-08-10 00,5,
2013-08-10 01,6,
2013-08-10 02,2,
2013-08-10 03,4,
2013-08-10 04,3,
2013-08-10 05,6,
2013-08-10 06,8,
2013-08-10 07,16,
2013-08-10 08,17,
2013-08-10 09,18,
2013-08-10 10,16,
2013-08-10 11,18,
2013-08-10 12,20,
2013-08-10 13,23,
2013-08-10 14,21,
2013-08-10 15,24,
2013-08-10 16,19,
2013-08-10 17,16,
2013-08-10 18,21,
2013-08-10 19,18,
2013-08-10 20,15,
2013-08-10 21,15,
2013-08-10 22,7,
2013-08-11 23,3,
2013-08-11 00,6,
2013-08-11 01,1,
2013-08-11 02,4,
2013-08-11 03,2,
2013-08-11 04,6,
2013-08-11 05,9,
2013-08-11 06,10,
2013-08-11 07,7,
2013-08-11 08,15,
2013-08-11 09,16,
2013-08-11 10,15,
2013-08-11 11,18,
2013-08-11 12,20,
2013-08-11 13,19,
2013-08-11 14,30,
2013-08-11 15,19,
2013-08-11 16,13,
2013-08-11 17,22,
2013-08-11 18,11,
2013-08-11 19,36,
2013-08-11 20,23,
2013-08-11 21,21,
2013-08-11 22,15,
2013-08-12 23,7,
2013-08-12 00,4,
2013-08-12 01,2,
2013-08-12 02,3,
2013-08-12 03,1,
2013-08-12 04,5,
2013-08-12 05,6,
2013-08-12 06,4,
2013-08-12 07,15,
2013-08-12 08,15,
2013-08-12 09,20,
2013-08-12 10,35,
2013-08-12 11,17,
2013-08-12 12,20,
2013-08-12 13,28,
2013-08-12 14,27,
2013-08-12 15,39,
2013-08-12 16,26,
2013-08-12 17,17,
2013-08-12 18,20,
2013-08-12 19,20,
2013-08-12 20,22,
2013-08-12 21,11,
2013-08-12 22,9,
2013-08-13 23,3,
2013-08-13 00,7,
2013-08-13 01,1,
2013-08-13 02,1,
2013-08-13 03,4,
2013-08-13 04,2,
2013-08-13 05,6,
2013-08-13 06,13,
2013-08-13 07,23,
2013-08-13 08,13,
2013-08-13 09,42,
2013-08-13 10,22,
2013-08-13 11,13,
2013-08-13 12,23,
2013-08-13 13,16,
2013-08-13 14,11,
2013-08-13 15,12,
2013-08-13 16,26,
2013-08-13 17,12,
2013-08-13 18,14,
2013-08-13 19,16,
2013-08-13 20,17,
2013-08-13 21,23,
2013-08-13 22,16,
2013-08-14 23,9,
2013-08-14 00,6,
2013-08-14 01,4,
2013-08-14 02,2,
2013-08-14 03,3,
2013-08-14 04,0,
2013-08-14 05,9,
2013-08-14 06,18,
2013-08-14 07,20,
2013-08-14 08,22,
2013-08-14 09,24,
2013-08-14 10,20,
2013-08-14 11,13,
2013-08-14 12,14,
2013-08-14 13,18,
2013-08-14 14,22,
2013-08-14 15,20,
2013-08-14 16,24,
2013-08-14 17,19,
2013-08-14 18,12,
2013-08-14 19,16,
2013-08-14 20,20,
2013-08-14 21,22,
2013-08-14 22,15,
2013-08-15 23,6,
2013-08-15 00,5,
2013-08-15 01,4,
2013-08-15 02,10,
2013-08-15 03,2,
2013-08-15 04,1,
2013-08-15 05,7,
2013-08-15 06,12,
2013-08-15 07,18,
2013-08-15 08,19,
2013-08-15 09,26,
2013-08-15 10,10,
2013-08-15 11,13,
2013-08-15 12,12,
2013-08-15 13,21,
2013-08-15 14,15,
2013-08-15 15,21,
2013-08-15 16,16,
2013-08-15 17,18,
2013-08-15 18,17,
2013-08-15 19,18,
2013-08-15 20,9,
2013-08-15 21,8,
2013-08-15 22,10,
2013-08-16 23,10,
2013-08-16 00,4,
2013-08-16 01,5,
2013-08-16 02,5,
2013-08-16 03,1,
2013-08-16 04,3,
2013-08-16 05,6,
2013-08-16 06,8,
2013-08-16 07,29,
2013-08-16 08,23,
2013-08-16 09,17,
2013-08-16 10,21,
2013-08-16 11,17,
2013-08-16 12,14,
2013-08-16 13,13,
2013-08-16 14,19,
2013-08-16 15,20,
2013-08-16 16,12,
2013-08-16 17,18,
2013-08-16 18,16,
2013-08-16 19,28,
2013-08-16 20,23,
2013-08-16 21,14,
2013-08-16 22,13,
2013-08-17 23,10,
2013-08-17 00,3,
2013-08-17 01,0,
2013-08-17 02,2,
2013-08-17 03,2,
2013-08-17 04,10,
2013-08-17 05,5,
2013-08-17 06,8,
2013-08-17 07,17,
2013-08-17 08,35,
2013-08-17 09,18,
2013-08-17 10,17,
2013-08-17 11,9,
2013-08-17 12,17,
2013-08-17 13,19,
2013-08-17 14,13,
2013-08-17 15,20,
2013-08-17 16,35,
2013-08-17 17,17,
2013-08-17 18,8,
2013-08-17 19,20,
2013-08-17 20,19,
2013-08-17 21,20,
2013-08-17 22,11,
2013-08-18 23,4,
2013-08-18 00,2,
2013-08-18 01,1,
2013-08-18 02,5,
2013-08-18 03,2,
2013-08-18 04,5,
2013-08-18 05,6,
2013-08-18 06,12,
2013-08-18 07,14,
2013-08-18 08,21,
2013-08-18 09,31,
2013-08-18 10,19,
2013-08-18 11,13,
2013-08-18 12,17,
2013-08-18 13,15,
2013-08-18 14,15,
2013-08-18 15,30,
2013-08-18 16,16,
2013-08-18 17,20,
2013-08-18 18,20,
2013-08-18 19,12,
2013-08-18 20,25,
2013-08-18 21,15,
2013-08-18 22,7,
2013-08-19 23,12,
2013-08-19 00,7,
2013-08-19 01,3,
2013-08-19 02,3,
2013-08-19 03,1,
2013-08-19 04,4,
2013-08-19 05,5,
2013-08-19 06,13,
2013-08-19 07,17,
2013-08-19 08,15,
2013-08-19 09,35,
2013-08-19 10,21,
2013-08-19 11,26,
2013-08-19 12,19,
2013-08-19 13,25,
2013-08-19 14,27,
2013-08-19 15,26,
2013-08-19 16,17,
2013-08-19 17,16,
2013-08-19 18,23,
2013-08-19 19,9,
2013-08-19 20,23,
2013-08-19 21,11,
2013-08-19 22,13,
2013-08-20 23,5,
2013-08-20 00,5,
2013-08-20 01,1,
2013-08-20 02,3,
2013-08-20 03,3,
2013-08-20 04,0,
2013-08-20 05,6,
2013-08-20 06,15,
2013-08-20 07,11,
2013-08-20 08,16,
2013-08-20 09,16,
2013-08-20 10,27,
2013-08-20 11,22,
2013-08-20 12,17,
2013-08-20 13,20,
2013-08-20 14,20,
2013-08-20 15,24,
2013-08-20 16,27,
2013-08-20 17,20,
2013-08-20 18,19,
2013-08-20 19,18,
2013-08-20 20,18,
2013-08-20 21,12,
2013-08-20 22,35,
2013-08-21 23,7,
2013-08-21 00,8,
2013-08-21 01,3,
2013-08-21 02,3,
2013-08-21 03,2,
2013-08-21 04,3,
2013-08-21 05,5,
2013-08-21 06,4,
2013-08-21 07,12,
2013-08-21 08,23,
2013-08-21 09,28,
2013-08-21 10,18,
2013-08-21 11,18,
2013-08-21 12,17,
2013-08-21 13,24,
2013-08-21 14,21,
2013-08-21 15,18,
2013-08-21 16,21,
2013-08-21 17,24,
2013-08-21 18,23,
2013-08-21 19,16,
2013-08-21 20,18,
2013-08-21 21,12,
2013-08-21 22,9,
2013-08-22 23,8,
2013-08-22 00,3,
2013-08-22 01,2,
2013-08-22 02,3,
2013-08-22 03,1,
2013-08-22 04,2,
2013-08-22 05,2,
2013-08-22 06,9,
2013-08-22 07,20,
2013-08-22 08,20,
2013-08-22 09,30,
2013-08-22 10,32,
2013-08-22 11,17,
2013-08-22 12,18,
2013-08-22 13,18,
2013-08-22 14,21,
2013-08-22 15,27,
2013-08-22 16,23,
2013-08-22 17,26,
2013-08-22 18,10,
2013-08-22 19,20,
2013-08-22 20,11,
2013-08-22 21,14,
2013-08-22 22,7,
2013-08-23 23,4,
2013-08-23 00,7,
2013-08-23 01,2,
2013-08-23 02,0,
2013-08-23 03,2,
2013-08-23 04,3,
2013-08-23 05,8,
2013-08-23 06,9,
2013-08-23 07,24,
2013-08-23 08,27,
2013-08-23 09,31,
2013-08-23 10,18,
2013-08-23 11,17,
2013-08-23 12,15,
2013-08-23 13,18,
2013-08-23 14,24,
2013-08-23 15,13,
2013-08-23 16,18,
2013-08-23 17,20,
2013-08-23 18,18,
2013-08-23 19,13,
2013-08-23 20,21,
2013-08-23 21,22,
2013-08-23 22,10,
2013-08-24 23,7,
2013-08-24 00,4,
2013-08-24 01,2,
2013-08-24 02,1,
2013-08-24 03,2,
2013-08-24 04,1,
2013-08-24 05,6,
2013-08-24 06,10,
2013-08-24 07,10,
2013-08-24 08,8,
2013-08-24 09,16,
2013-08-24 10,16,
2013-08-24 11,13,
2013-08-24 12,8,
2013-08-24 13,20,
2013-08-24 14,15,
2013-08-24 15,24,
2013-08-24 16,20,
2013-08-24 17,21,
2013-08-24 18,22,
2013-08-24 19,26,
2013-08-24 20,16,
2013-08-24 21,14,
2013-08-24 22,4,
2013-08-25 23,5,
2013-08-25 00,6,
2013-08-25 01,7,
2013-08-25 02,5,
2013-08-25 03,2,
2013-08-25 04,2,
2013-08-25 05,1,
2013-08-25 06,9,
2013-08-25 07,9,
2013-08-25 08,15,
2013-08-25 09,21,
2013-08-25 10,14,
2013-08-25 11,18,
2013-08-25 12,18,
2013-08-25 13,13,
2013-08-25 14,18,
2013-08-25 15,17,
2013-08-25 16,18,
2013-08-25 17,20,
2013-08-25 18,10,
2013-08-25 19,19,
2013-08-25 20,14,
2013-08-25 21,14,
2013-08-25 22,10,
2013-08-26 23,7,
2013-08-26 00,3,
2013-08-26 01,3,
2013-08-26 02,4,
2013-08-26 03,2,
2013-08-26 04,3,
2013-08-26 05,2,
2013-08-26 06,6,
2013-08-26 07,10,
2013-08-26 08,18,
2013-08-26 09,31,
2013-08-26 10,23,
2013-08-26 11,26,
2013-08-26 12,10,
2013-08-26 13,19,
2013-08-26 14,15,
2013-08-26 15,29,
2013-08-26 16,22,
2013-08-26 17,16,
2013-08-26 18,22,
2013-08-26 19,11,
2013-08-26 20,21,
2013-08-26 21,14,
2013-08-26 22,14,
2013-08-27 23,2,
2013-08-27 00,5,
2013-08-27 01,6,
2013-08-27 02,3,
2013-08-27 03,3,
2013-08-27 04,0,
2013-08-27 05,6,
2013-08-27 06,10,
2013-08-27 07,15,
2013-08-27 08,20,
2013-08-27 09,35,
2013-08-27 10,22,
2013-08-27 11,22,
2013-08-27 12,28,
2013-08-27 13,34,
2013-08-27 14,27,
2013-08-27 15,24,
2013-08-27 16,38,
2013-08-27 17,17,
2013-08-27 18,24,
2013-08-27 19,16,
2013-08-27 20,23,
2013-08-27 21,17,
2013-08-27 22,11,
2013-08-28 23,4,
2013-08-28 00,5,
2013-08-28 01,1,
2013-08-28 02,1,
2013-08-28 03,1,
2013-08-28 04,1,
2013-08-28 05,2,
2013-08-28 06,15,
2013-08-28 07,25,
2013-08-28 08,19,
2013-08-28 09,30,
2013-08-28 10,24,
2013-08-28 11,28,
2013-08-28 12,27,
2013-08-28 13,24,
2013-08-28 14,26,
2013-08-28 15,33,
2013-08-28 16,28,
2013-08-28 17,18,
2013-08-28 18,13,
2013-08-28 19,22,
2013-08-28 20,15,
2013-08-28 21,10,
2013-08-28 22,12,
2013-08-29 23,5,
2013-08-29 00,7,
2013-08-29 01,4,
2013-08-29 02,2,
2013-08-29 03,2,
2013-08-29 04,4,
2013-08-29 05,7,
2013-08-29 06,14,
2013-08-29 07,35,
2013-08-29 08,23,
2013-08-29 09,19,
2013-08-29 10,22,
2013-08-29 11,17,
2013-08-29 12,30,
2013-08-29 13,22,
2013-08-29 14,27,
2013-08-29 15,32,
2013-08-29 16,25,
2013-08-29 17,25,
2013-08-29 18,25,
2013-08-29 19,12,
2013-08-29 20,14,
2013-08-29 21,12,
2013-08-29 22,6,
2013-08-30 23,6,
2013-08-30 00,2,
2013-08-30 01,7,
2013-08-30 02,2,
2013-08-30 03,2,
2013-08-30 04,3,
2013-08-30 05,3,
2013-08-30 06,12,
2013-08-30 07,19,
2013-08-30 08,30,
2013-08-30 09,19,
2013-08-30 10,31,
2013-08-30 11,22,
2013-08-30 12,17,
2013-08-30 13,18,
2013-08-30 14,37,
2013-08-30 15,24,
2013-08-30 16,18,
2013-08-30 17,14,
2013-08-30 18,15,
2013-08-30 19,22,
2013-08-30 20,14,
2013-08-30 21,11,
2013-08-30 22,7,
2013-08-31 23,4,
2013-08-31 00,10,
2013-08-31 01,6,
2013-08-31 02,1,
2013-08-31 03,2,
2013-08-31 04,1,
2013-08-31 05,10,
2013-08-31 06,6,
2013-08-31 07,28,
2013-08-31 08,21,
2013-08-31 09,13,
2013-08-31 10,16,
2013-08-31 11,14,
2013-08-31 12,28,
2013-08-31 13,15,
2013-08-31 14,17,
2013-08-31 15,17,
2013-08-31 16,17,
2013-08-31 17,13,
2013-08-31 18,18,
2013-08-31 19,16,
2013-08-31 20,21,
2013-08-31 21,17,
2013-08-31 22,7,
2013-09-01 23,5,
2013-09-01 00,4,
2013-09-01 01,2,
2013-09-01 02,2,
2013-09-01 03,4,
2013-09-01 04,1,
2013-09-01 05,7,
2013-09-01 06,8,
2013-09-01 07,14,
2013-09-01 08,24,
2013-09-01 09,17,
2013-09-01 10,13,
2013-09-01 11,14,
2013-09-01 12,19,
2013-09-01 13,20,
2013-09-01 14,27,
2013-09-01 15,22,
2013-09-01 16,12,
2013-09-01 17,14,
2013-09-01 18,16,
2013-09-01 19,11,
2013-09-01 20,21,
2013-09-01 21,21,
2013-09-01 22,4,
2013-09-02 23,4,
2013-09-02 00,3,
2013-09-02 01,1,
2013-09-02 02,0,
2013-09-02 03,0,
2013-09-02 04,4,
2013-09-02 05,4,
2013-09-02 06,6,
2013-09-02 07,19,
2013-09-02 08,24,
2013-09-02 09,24,
2013-09-02 10,28,
2013-09-02 11,29,
2013-09-02 12,14,
2013-09-02 13,29,
2013-09-02 14,19,
2013-09-02 15,22,
